 x1        x2        x3        x4      x5        x6     x7      x8      x9   x10  x11  x12  x13  x14  resf
  0.27860969892538584       0.76968349365024236       0.63194569042222470       0.80456361290579193       0.86580645697151926       0.88364481772050918       0.53163700000000003       0.36363636363636365       0.44666767162643872       0.70441109410116931       0.30372961247288438       0.46761999999999998       0.74934269355506022       0.97880539692955537       0.81971029971759879     
  0.29745654357819112       0.66395361128308894       0.61265612355868337       0.52788059731174908       0.80464837163716696       0.67907313913636547       0.35011999999999999       0.36363636363636365       0.21939010764892616       0.87150255691997014       0.62217825372117308       0.55528599999999995       0.70136933281727543       0.98746479978905033       0.85999280806728151     
  0.31111601570824071       0.61452969512103039       0.76738520425288315       0.63762805485881335       0.54417884166549002       0.75556232332894380       0.27315499999999998        1.0000000000000000       0.65596347562381407       0.61110794436663307       0.62490180020796482       0.64691500000000002       0.87611274974308317       0.96912848404089369       0.94990172224198988     
  0.31620026484824504       0.56615148815366267       0.66032591117083672       0.52589685011770726       0.69360739885545319       0.86712620801180451       0.34878999999999999        1.0000000000000000       0.43559907425470412       0.71555486791961176       0.24848350347684570       0.52433099999999999       0.66027600197525593       0.99486716009025744       0.78079147434336083     
  0.32737792626868395       0.66981637799556037       0.60642887918145061       0.71539939692096577       0.65450135800725928       0.53028125817673322       0.43487700000000001       0.63636363636363635       0.56475118378349620       0.70611502882642263       0.65027641808834957       0.38268500000000000       0.83249029054946810       0.98503223624751157       0.76421698563520502     
  0.33098077567049222       0.68805777448922589       0.77899629319067554       0.76293226671704750       0.71329642765185175       0.78720118731528632       0.63400199999999995        1.0000000000000000       0.54196889353929101       0.71486067229080485       0.20693847952338978       0.67822899999999997       0.80772618682183994       0.98127117296462774       0.68712365360532435     
  0.33965836098511371       0.54373858025157418       0.44029620299205541       0.84389053096311173       0.77281410666378725       0.62925994397999407       0.57586999999999999       0.27272727272727271       0.48710806568889992       0.48200180775870488       0.55066275742932225       0.21193699999999999       0.70931706861345045       0.97932773887331148       0.52456219426555539     
  0.34532520015830009       0.38137807106292376       0.55201799578422139       0.81570541105578598       0.59548410674684582       0.52810651522105601       0.52391200000000004        1.0000000000000000       0.46427589692659660       0.66676574052962445       0.77556580792641627       0.55471300000000001       0.79991858742509370       0.97895535637005560       0.44550809410703734     
  0.34960995768516545       0.63580629086571128       0.71272288762521319       0.62391086561480014       0.74526150983828499       0.63540241323547708       0.49030099999999999       0.63636363636363635        7.2600732438327986E-002  0.75678316667209533       0.63773185049042591       0.63197499999999995       0.83746846931012853       0.98101453096914060       0.48478007303147103     
  0.35857370087369478       0.57900955861256664       0.72541050136518470       0.61814109464065092       0.58922356869357206       0.80375411249469186       0.78902700000000003       0.63636363636363635       0.24114933406636282       0.63797799745936612       0.89508302961726560       0.48501800000000000       0.89160783162277946       0.96402080511110089       0.55144957914100412     
  0.36311759870924532       0.72007837156275012       0.57543546160577952       0.66171641364360667       0.83804413731239158       0.66286765809780768       0.52166699999999999       0.81818181818181823       0.63577486832071217       0.58808955734340906       0.78331239099041650       0.27821000000000001       0.86061099470150948       0.97237626333280336       0.56481776585924792     
  0.36548372857621236       0.41456895640487446       0.42493558549157023       0.44713612035727335       0.68682151548626624       0.55517284273648726       0.53579800000000000        1.0000000000000000       0.54807180733147709       0.59037164913195006       0.43034743451089730       0.64110599999999995       0.87193535040773018       0.97178347064518800       0.41819093730052148     
  0.37021218301927000       0.75919242559231681       0.53932916149458754       0.58355229958062882       0.61087277922207361       0.60653881294207979       0.66451400000000005        1.0000000000000000       0.41950604749321652       0.54477256441158273       0.76730035487373127       0.54812799999999995       0.69023849880550414       0.98066932232423043        1.0000000000000000     
  0.37257564918262354       0.67350844872627336       0.78536512132873904       0.57494114634734461       0.60749229631967572       0.86176441571476980       0.60254900000000000       0.27272727272727271       0.94921147604944400       0.68845070193153313       0.61814398746376764       0.24653900000000001       0.79336554246132907       0.98157511760242033       0.79460979728370362     
  0.37778623397972538       0.56575510019177622       0.80023629841462796       0.38304219315930382       0.58777004410408895       0.66538984519433286       0.42384500000000003       0.27272727272727271       0.60571807331477112       0.64264600501612323       0.68280789932671937       0.33123300000000000       0.87225566217785311       0.97735109228846162       0.65727741745805568     
  0.41952951383603759       0.71796052730924298       0.39259590163834385       0.56189763566170903       0.73083216359211611       0.64797903324740169       0.72944399999999998       0.81818181818181823       0.59971935020483447       0.51831984300185663       0.38498069345202746       0.33620699999999998       0.85184245999439467       0.99081322300075880       0.61123023631970530     
  0.42778318974702423       0.37111955060930490       0.69306593531330896       0.79367537642721664       0.41286535378788503       0.70820697376153319       0.66946700000000003       0.36363636363636365       0.73272208133080319       0.65199219895117422       0.64125558202000876       0.63780300000000001       0.92325196524617292       0.97814617925487268       0.37106905463811735     
  0.42798106487259885       0.77214487413738431       0.52406008521877734       0.59454991560373782       0.84220121763831313       0.57795402584812838       0.58946100000000001       0.27272727272727271       0.27520860304680156       0.53481156965571153       0.51369587550454376       0.54544099999999995       0.84823227941863411       0.98953605165851122       0.47144415349355362     
  0.42924442144357516       0.60510321187502836       0.48668319290909462       0.65792044626854174       0.63128857031321373       0.88186041324405584       0.31403599999999998       0.36363636363636365       0.73394355081845108       0.13428145663007718       0.55318209002498486       0.36530099999999999       0.82270743523696399       0.98055861401245170       0.63148082888305423     
  0.43279095254041217       0.37575691225103064       0.60148077085034468       0.70661423077592356       0.70280613304318218       0.58539190412257491       0.36749199999999999       0.63636363636363635       0.74542447727313033       0.67090648513077744       0.60036070841382061       0.68864999999999998       0.79214435383773540       0.98791065235375941       0.33308975536690277     
  0.43554598313495080       0.66905002793591339       0.48391376572525674       0.66362806977420585       0.72994551359253135       0.63886827577628036       0.49062099999999997       0.36363636363636365       0.60930600138329749       0.25916501091169669       0.57253760765510364       0.44865400000000000       0.96878962189864803       0.99809682347660345       0.42491148972706910     
  0.43651252701756521       0.53589009860622439       0.49327660218502795       0.69971088997660769       0.82822454047858329       0.72814426223882711       0.53989399999999999        1.0000000000000000       0.32559588202954581       0.78061585941825995       0.14061272502599559       0.49516800000000000       0.79829033592696885       0.97921300480474083       0.30976042873586218     
  0.43724314286584071       0.62332950787490748       0.72893544879000804       0.63563187817107447       0.40045225379369914       0.54553019546949999       0.47995300000000002       0.36363636363636365       0.44067005692801531       0.78821536757760335       0.77872799751609223       0.43634099999999998       0.82328132715843416       0.98597124401923508       0.94751167382336510     
  0.44013516393193092       0.61967141325521347       0.54786324473363335       0.81632937163937569       0.68367359651818560       0.50972200179298333       0.81091500000000005       0.63636363636363635       0.90497366414244418       0.61725595257483468       0.32324975150503554       0.43570599999999998       0.68784950685333723       0.98220112278356930       0.50549278233375239     
  0.44493363572711492       0.54780438820349431       0.65572565949349626       0.56517156430149984       0.69638986021246374       0.73209054136944463       0.58488499999999999       0.36363636363636365       0.83648824197066707       0.80974153936353865       0.87625159151387089       0.54031799999999996       0.77526792744938411       0.98303848019629592       0.34548710620810974     
  0.44600292246339313       0.93575117406339181       0.53879944294113413       0.56433630232506116       0.73675839098980866       0.62749269723889145       0.51886200000000005       0.36363636363636365       0.55454271374607622       0.55084728510471970       0.47397418986473955       0.52558600000000000       0.76539832103247174       0.98232994700091181       0.64069382045200496     
  0.44723964199823435       0.61308759796445345       0.65396318578108459       0.69804782371994867       0.87082111680523600       0.42601884777228255       0.72613200000000000       0.36363636363636365       0.45346999308351216       0.56406143122373864       0.31444771603433297       0.37834800000000002       0.73859890293218733       0.97212565997250422       0.36965654394071901     
  0.45116289689183836       0.91353079745707677       0.65868427187499612       0.69717278736367960       0.94122154206500153       0.72916085805834496       0.35793399999999997        1.0000000000000000       0.47423608278503909       0.64874922640956323       0.60119840213049269       0.82627399999999995       0.89256209377127071       0.99513688579531845       0.37711730082630113     
  0.45432509361015555       0.91065037826736939       0.56414049503053210       0.84055942665231476       0.86010241118964748       0.50554838266897151       0.55907600000000002        1.0000000000000000       0.65791982194477461       0.87276880231914278       0.50042718211919834       0.72482700000000000       0.67362899889225514       0.98745574183626850       0.50739204357575318     
  0.45661587871776921       0.64062334838349222       0.71989605799075551       0.63205715578381638       0.59315016154887579       0.38531426537011382       0.45515099999999997       0.27272727272727271       0.31954617198999768       0.53693894335689385       0.67166678127650348       0.37869199999999997       0.88055040239166116       0.96528589918297270       0.57525993775461670     
  0.45792109348838622       0.97109387976986838       0.69665801296956065       0.55640628534637271       0.59936501740076575       0.57421363954171689       0.79627000000000003        1.0000000000000000       0.71541423555074757       0.40554664343181002       0.32748406402313868       0.90868000000000004       0.79859730137333673       0.99035126740888202       0.79726892862792109     
  0.46034886906755151       0.74787838062304635       0.48140675671882072       0.58043498256142034       0.50221973969451061       0.63217675898958092       0.68447899999999995       0.36363636363636365       0.88566956922694950       0.42965620012377442       0.57380456730618956       0.62474700000000005       0.78315560478866086       0.97449582428376769       0.80393571104587347     
  0.46486955462875584       0.64490811349531130       0.72333800803853998       0.41706420330674249       0.67513517778682186       0.67042564051970788       0.49166799999999999        1.0000000000000000       0.66328564208062146       0.50989992182665067       0.51241745486977197       0.60748000000000002       0.80612462797122530       0.97522146694551737       0.47283340180513522     
  0.46586654083838164       0.64239388127991781       0.65526795337012067       0.50849804484064143       0.70578793491532177       0.49216534909557291       0.62595800000000001       0.27272727272727271       0.67584616134924724       0.58479772645842154       0.34619672465924411       0.56872599999999995       0.77358629065623863       0.97615242320365703       0.50340765488783479     
  0.46808502541934299       0.78177143892605283       0.72717785727624573       0.68670963956954179       0.64530262381953030       0.77761859212202578       0.44432899999999997       0.27272727272727271       0.33660573359107593       0.66227280870329952       0.81574697482126068       0.68764800000000004       0.86699053745645771       0.98916668847284939       0.56205419959939529     
  0.46959953118816400       0.76706355797834591       0.82014834560596006       0.67800899398163916       0.80798732526557959       0.78992497780217985       0.59654900000000000       0.63636363636363635       0.83441440402929745       0.48704643171232209       0.74158503320559543       0.54686199999999996       0.84152575173168553       0.98532712293252234       0.35891550602067546     
  0.47107598404822065       0.82219168566812129       0.52972221510234918       0.84296329073331522       0.60873609807553342       0.66081301928958391       0.27887899999999999       0.63636363636363635       0.36045209888804158       0.74501644897560337       0.73200781847468888       0.37282500000000002       0.69992792985172236       0.98480981318475602       0.70039679834013691     
  0.47323738926603548       0.71169382238799206        1.0000000000000000       0.73162237209429515       0.67230703422842764       0.70117659170166136       0.84792900000000004       0.36363636363636365       0.37566393849646190       0.43772800560242331       0.22324537549308279       0.62804099999999996       0.84454202090034292       0.98069448330418019       0.47211167270035331     
