x1        x2        x3        x4      x5        x6     x7      x8      x9   x10  x11  x12  x13  x14  resf
           1  0.73216400000000004        2.0388299999999999E-005   5.1775499999999999E-005   3236.5100000000002        4.1696200000000004E-006   2060.0500000000002       0.53163700000000003        4.0000000000000000       0.40298000000000000        3.4601799999999998       0.29151300000000002       0.46761999999999998        1.1229199999999999        97254.300000000003        3.1678589000000001     
           2  0.78169200000000005        1.7587600000000001E-005   5.0195100000000003E-005   2123.5000000000000        3.8750899999999997E-006   1583.1300000000001       0.35011999999999999        4.0000000000000000       0.19793200000000000        4.2809600000000003       0.59715300000000004       0.55528599999999995        1.0510299999999999        98114.699999999997        3.3235350000000001     
           3  0.81758799999999998        1.6278400000000000E-005   6.2872099999999997E-005   2564.9800000000000        2.6207000000000002E-006   1761.4500000000000       0.27315499999999998        11.000000000000000       0.59180500000000003        3.0018600000000002       0.59976700000000005       0.64691500000000002        1.3128899999999999        96292.800000000003        3.6709977000000000     
           4  0.83094900000000005        1.4996900000000000E-005   5.4100700000000002E-005   2115.5200000000000        3.3403300000000000E-006   2021.5400000000000       0.34878999999999999        11.000000000000000       0.39299400000000001        3.5149200000000000       0.23848900000000001       0.52433099999999999       0.98945000000000005        98850.199999999997        3.0174528999999999     
           5  0.85708600000000001        2.4426500000000001E-005   4.9509799999999998E-005   2466.9699999999998        3.5228000000000000E-006   1579.4600000000000       0.24939600000000001        11.000000000000000       0.55272299999999996        3.4464600000000001       0.57976000000000005       0.19122300000000000        1.2108300000000001        96358.699999999997        3.5230286000000000     
           6  0.86032299999999995        1.7742899999999999E-005   4.9684900000000003E-005   2877.8299999999999        3.1520000000000001E-006   1236.2500000000000       0.43487700000000001        7.0000000000000000       0.50951400000000002        3.4685500000000000       0.62412100000000004       0.38268500000000000        1.2475200000000000        97873.000000000000        2.9533990000000001     
           7  0.86979099999999998        1.8226100000000002E-005   6.3823400000000003E-005   3069.0400000000000        3.4351500000000001E-006   1835.2100000000000       0.63400199999999995        11.000000000000000       0.48896000000000001        3.5115099999999999       0.19861500000000001       0.67822899999999997        1.2104100000000000        97499.300000000003        2.6554635000000002     
           8  0.89259500000000003        1.4403200000000000E-005   3.6073600000000000E-005   3394.7100000000000        3.7217800000000000E-006   1467.0000000000000       0.57586999999999999        3.0000000000000000       0.43946499999999999        2.3676699999999999       0.52851400000000004       0.21193699999999999        1.0629400000000000        97306.199999999997        2.0272272000000000     
           9  0.90748700000000004        1.0102400000000000E-005   4.5226999999999999E-005   3281.3299999999999        2.8677800000000002E-006   1231.1800000000001       0.52391200000000004        11.000000000000000       0.41886600000000002        3.2752599999999998       0.74437100000000000       0.55471300000000001        1.1987099999999999        97269.199999999997        1.7217141000000000     
          10  0.91225900000000004        1.2537400000000000E-005   4.8306000000000001E-005   2694.6399999999999        3.6281600000000000E-006   1418.4900000000000       0.30469400000000002        4.0000000000000000       0.46672900000000000        2.4592600000000000       0.35998300000000000       0.78145699999999996        1.2740300000000000        96713.399999999994        1.3667529000000000     
          11  0.91874699999999998        1.6841999999999999E-005   5.8393600000000003E-005   2509.8000000000002        3.5890899999999998E-006   1481.3199999999999       0.49030099999999999        7.0000000000000000        6.5499799999999997E-002   3.7174399999999999       0.61208099999999999       0.63197499999999995        1.2549800000000000        97473.800000000003        1.8734849000000000     
          12  0.94230300000000000        1.5337500000000000E-005   5.9433099999999999E-005   2486.5900000000001        2.8376300000000001E-006   1873.8000000000000       0.78902700000000003        7.0000000000000000       0.21756300000000001        3.1338499999999998       0.85908099999999998       0.48501800000000000        1.3361099999999999        95785.300000000003        2.1311363999999999     
          13  0.95424399999999998        1.9074300000000001E-005   4.7145599999999998E-005   2661.8800000000001        4.0359200000000003E-006   1545.3499999999999       0.52166699999999999        9.0000000000000000       0.57359099999999996        2.8887900000000002       0.75180599999999997       0.27821000000000001        1.2896600000000000        96615.500000000000        2.1827991999999998     
          14  0.96046200000000004        1.0981600000000000E-005   3.4815099999999998E-005   1798.6900000000001        3.3076500000000000E-006   1294.2800000000000       0.53579800000000000        11.000000000000000       0.49446600000000002        2.8999999999999999       0.41303800000000002       0.64110599999999995        1.3066300000000000        96556.600000000006        1.6161440000000000     
          15  0.96680699999999997        1.8896000000000000E-005   6.1709099999999995E-005   2964.8200000000002        3.0109499999999999E-006   1547.6800000000001       0.47258800000000001        11.000000000000000       0.39862399999999998        3.6272500000000001       0.33775300000000003       0.36061599999999999        1.3494200000000001        98088.199999999997        2.5809565999999999     
          16  0.97288799999999998        2.0110400000000000E-005   4.4187400000000003E-005   2347.4499999999998        2.9418899999999999E-006   1414.0300000000000       0.66451400000000005        11.000000000000000       0.37847500000000001        2.6760100000000002       0.73643800000000004       0.54812799999999995        1.0343500000000001        97439.500000000000        3.8646079000000002     
          17  0.97909900000000005        1.7840700000000000E-005   6.4345199999999995E-005   2312.8099999999999        2.9256099999999998E-006   2009.0400000000000       0.60254900000000000        3.0000000000000000       0.85637099999999999        3.3817800000000000       0.59328099999999995       0.24653900000000001        1.1888900000000000        97529.500000000000        3.0708552999999998     
          18  0.99279200000000001        1.4986399999999999E-005   6.5563599999999997E-005   1540.8599999999999        2.8306300000000000E-006   1551.2300000000000       0.42384500000000003        3.0000000000000000       0.54647400000000002        3.1567799999999999       0.65534400000000004       0.33123300000000000        1.3071100000000000        97109.800000000003        2.5401194999999999     
          19   1.1024900000000000        1.9018200000000000E-005   3.2165500000000002E-005   2260.3400000000001        3.5196000000000001E-006   1510.6400000000001       0.72944399999999998        9.0000000000000000       0.54106200000000004        2.5460699999999998       0.36949599999999999       0.33620699999999998        1.2765200000000001        98447.399999999994        2.3621652000000002     
          20   1.1214299999999999        1.4050400000000000E-005   5.9216999999999999E-005   2719.5599999999999        4.5555599999999998E-006   1501.8800000000001       0.68503700000000001        4.0000000000000000       0.44600000000000001        2.7265199999999998       0.51651700000000000        1.0000000000000000        1.1379900000000001        97250.100000000006        1.0484206000000000     
          21   1.1241800000000000        9.8306599999999995E-006   5.6783100000000002E-005   3192.7100000000000        1.9883099999999999E-006   1651.0500000000000       0.66946700000000003        4.0000000000000000       0.66105599999999998        3.2026900000000000       0.61546299999999998       0.63780300000000001        1.3835299999999999        97188.800000000003        1.4340364000000001     
          22   1.1247000000000000        2.0453500000000000E-005   4.2936399999999998E-005   2391.6900000000001        4.0559399999999998E-006   1347.3900000000001       0.58946100000000001        3.0000000000000000       0.24829100000000001        2.6270799999999999       0.49303399999999997       0.54544099999999995        1.2711100000000000        98320.500000000000        1.8219468000000001     
          23   1.1280200000000000        1.6028700000000001E-005   3.9874099999999998E-005   2646.6100000000001        3.0402100000000000E-006   2055.8899999999999       0.31403599999999998        4.0000000000000000       0.66215800000000002       0.65961199999999998       0.53093199999999996       0.36530099999999999        1.2328600000000001        97428.500000000000        2.4404257999999999     
          24   1.1373400000000000        9.9535000000000005E-006   4.9279500000000001E-005   2842.4899999999998        3.3846300000000002E-006   1364.7300000000000       0.36749199999999999        7.0000000000000000       0.67251600000000000        3.2955999999999999       0.57621299999999998       0.68864999999999998        1.1870600000000000        98159.000000000000        1.2872612999999999     
          25   1.1399200000000000        9.1559500000000000E-006   5.0451100000000002E-005   2228.7300000000000        2.7798000000000000E-006   1316.3399999999999       0.38485999999999998        7.0000000000000000       0.20219400000000001        2.0110000000000001       0.45171200000000000       0.42216900000000002        1.1950499999999999        97544.800000000003        1.2851013000000000     
          26   1.1445799999999999        1.7722599999999999E-005   3.9647200000000002E-005   2669.5700000000002        3.5153300000000000E-006   1489.4000000000001       0.49062099999999997        4.0000000000000000       0.54971099999999995        1.2730600000000001       0.54950900000000003       0.44865400000000000        1.4517700000000000        99171.100000000006        1.6421163000000001     
